date,kdfw_obs,kdfw_fcst,baseline_pred_residual,advection_pred_residual,baseline_corrected,advection_corrected,baseline_error,advection_error,front_day,front_uncertainty_multiplier
2024-01-27,51.0,53.3,-1.5981507829880301,-1.7790057839365152,51.70184921701197,51.520994216063485,-0.7018492170119686,-0.5209942160634853,False,1.0
2024-01-28,63.0,60.3,3.363101089373604,3.386491286012752,63.6631010893736,63.686491286012746,-0.6631010893735976,-0.6864912860127461,False,1.0
2024-01-29,74.0,68.6,5.539428512910244,5.576905015101067,74.13942851291024,74.17690501510106,-0.13942851291024283,-0.17690501510105605,False,1.0
2024-01-30,77.0,71.2,5.688088737567503,5.781391109002799,76.8880887375675,76.9813911090028,0.11191126243249983,0.01860889099719998,False,1.0
2024-01-31,75.0,70.5,4.69349744111298,4.713499672695138,75.19349744111298,75.21349967269514,-0.1934974411129815,-0.2134996726951357,False,1.0
2024-02-01,73.0,69.5,3.5825725494926406,3.4127310778449758,73.08257254949264,72.91273107784498,-0.08257254949263881,0.08726892215501891,False,1.0
2024-02-02,67.0,66.6,0.46024523204837026,0.2281148698407245,67.06024523204836,66.82811486984072,-0.0602452320483593,0.17188513015928208,False,1.0
2024-02-03,68.0,67.3,0.14302316693716646,0.17712160011403902,67.44302316693717,67.47712160011403,0.5569768330628335,0.5228783998859683,False,1.0
2024-02-04,63.0,60.0,3.4206875266338805,3.605986756949133,63.420687526633884,63.605986756949136,-0.4206875266338841,-0.605986756949136,False,1.0
2024-02-05,62.0,60.6,2.078581876160615,2.0843611811091627,62.678581876160614,62.68436118110917,-0.6785818761606137,-0.6843611811091677,False,1.0
2024-02-06,66.0,62.2,4.577107856895297,4.7845729548205576,66.7771078568953,66.98457295482056,-0.7771078568952987,-0.984572954820564,False,1.0
2024-02-07,66.0,65.6,0.5783714132288875,0.5461021342473574,66.17837141322889,66.14610213424736,-0.17837141322888783,-0.14610213424735718,False,1.0
2024-02-08,69.0,70.2,-1.514612700455607,-1.467431029825319,68.6853872995444,68.73256897017468,0.31461270045559786,0.2674310298253175,False,1.0
2024-02-09,73.0,73.0,-0.7946500969445303,-0.7537610602705676,72.20534990305546,72.24623893972944,0.7946500969445367,0.7537610602705627,False,1.0
2024-02-10,66.0,66.2,-0.07291573423644208,-0.10752272514311392,66.12708426576356,66.09247727485689,-0.12708426576355691,-0.09247727485688984,False,1.0
2024-02-11,55.0,55.3,0.3054909155759709,0.14953589517449611,55.60549091557597,55.44953589517449,-0.6054909155759702,-0.4495358951744919,False,1.0
2024-02-12,56.0,55.0,1.317961172106955,1.3035065274998077,56.317961172106955,56.303506527499806,-0.31796117210695485,-0.3035065274998061,False,1.0
2024-02-13,62.0,61.2,2.080548759782216,2.1056865760480226,63.28054875978222,63.305686576048025,-1.2805487597822207,-1.305686576048025,False,1.0
2024-02-14,68.0,65.5,1.9372753942333623,1.893230786829521,67.43727539423337,67.39323078682952,0.5627246057666326,0.6067692131704803,False,1.0
2024-02-15,70.0,68.3,1.4683818690534929,1.5214043960680237,69.76838186905348,69.82140439606802,0.23161813094651507,0.17859560393198137,False,1.0
2024-02-16,71.0,70.8,-0.46878008977872676,-0.6301019853145666,70.33121991022126,70.16989801468543,0.6687800897787355,0.8301019853145704,False,1.0
2024-02-17,53.0,55.8,-3.1376942256689,-3.192630497673647,52.662305774331095,52.60736950232635,0.33769422566890483,0.3926304976736503,False,1.0
2024-02-18,53.0,50.4,3.0877113361151824,3.1727528204640287,53.48771133611518,53.572752820464025,-0.4877113361151828,-0.5727528204640251,False,1.0
2024-02-19,68.0,65.5,2.658232388084925,2.800813395925576,68.15823238808493,68.30081339592557,-0.1582323880849259,-0.300813395925573,False,1.0
2024-02-20,81.0,74.8,5.318595664653076,5.344930496902492,80.11859566465307,80.14493049690249,0.8814043353469287,0.8550695030975106,False,1.0
2024-02-21,80.0,77.1,2.274464635714043,2.4037756615176984,79.37446463571403,79.5037756615177,0.625535364285966,0.49622433848230685,False,1.0
2024-02-22,81.0,75.9,4.537206734432475,4.602649710520795,80.43720673443248,80.5026497105208,0.562793265567521,0.49735028947920057,False,1.0
2024-02-23,73.0,69.7,2.7812810786648914,2.7057895478032337,72.48128107866489,72.40578954780324,0.5187189213351076,0.5942104521967622,False,1.0
2024-02-24,77.0,75.1,2.1878999854468595,2.279322802928728,77.28789998544686,77.37932280292873,-0.287899985446856,-0.37932280292872633,False,1.0
2024-02-25,85.0,84.6,1.0738207051263657,0.9953000590943095,85.67382070512636,85.5953000590943,-0.67382070512636,-0.5953000590942992,False,1.0
2024-02-26,93.0,92.9,0.06716882177288266,0.06716882177288266,92.96716882177289,92.96716882177289,0.0328311782271129,0.0328311782271129,True,2.0
2024-02-27,82.0,83.7,-0.7419547142470444,-1.0885432188015307,82.95804528575296,82.61145678119847,-0.9580452857529593,-0.6114567811984699,False,1.0
2024-02-28,74.0,79.0,-4.356755400591797,-4.38367769296187,74.6432445994082,74.61632230703813,-0.6432445994082059,-0.6163223070381321,False,1.0
2024-02-29,53.0,50.9,1.797864307067298,1.2532347618817798,52.6978643070673,52.15323476188178,0.30213569293270126,0.8467652381182234,False,1.0
2024-03-01,69.0,67.9,2.0464897027979227,2.0611120637400537,69.94648970279793,69.96111206374006,-0.9464897027979333,-0.9611120637400603,False,1.0
2024-03-02,83.0,79.1,3.371041448985441,3.45799965156929,82.47104144898543,82.55799965156929,0.5289585510145685,0.44200034843071023,False,1.0
2024-03-03,81.0,79.0,0.8689383157350077,0.7105995346876075,79.86893831573501,79.7105995346876,1.131061684264992,1.2894004653123972,False,1.0
2024-03-04,83.0,82.1,0.6496042039709662,0.6353990929238806,82.74960420397096,82.73539909292387,0.2503957960290393,0.2646009070761295,False,1.0
2024-03-05,79.0,78.1,0.8886267690509594,1.0550553629571258,78.98862676905095,79.15505536295711,0.011373230949047297,-0.15505536295711408,False,1.0
2024-03-06,75.0,77.4,-1.283488699731463,-1.714497572222076,76.11651130026854,75.68550242777793,-1.1165113002685416,-0.6855024277779336,False,1.0
2024-03-07,73.0,75.5,-1.338927447675304,-1.3622224438808188,74.1610725523247,74.13777755611918,-1.161072552324697,-1.1377775561191754,False,1.0
2024-03-08,70.0,70.4,-0.8507144741603889,-0.774587033046069,69.54928552583962,69.62541296695393,0.45071447416037813,0.374587033046069,False,1.0
2024-03-09,60.0,59.1,0.565637324404247,0.5955228973331642,59.66563732440425,59.69552289733316,0.3343626755957487,0.30447710266683714,False,1.0
2024-03-10,64.0,61.7,3.1866717756793035,3.420105105271931,64.8866717756793,65.12010510527193,-0.8866717756793037,-1.1201051052719322,False,1.0
2024-03-11,70.0,69.1,1.4037664663328506,1.3540493191350103,70.50376646633285,70.45404931913501,-0.5037664663328485,-0.45404931913500945,False,1.0
2024-03-12,74.0,75.6,-0.2225703564250479,-0.3618221599868614,75.37742964357494,75.23817784001314,-1.377429643574942,-1.2381778400131367,False,1.0
2024-03-13,79.0,81.4,-2.0557284829634197,-2.1883643077989436,79.34427151703659,79.21163569220106,-0.34427151703658865,-0.2116356922010567,False,1.0
2024-03-14,80.0,82.8,-2.729508388252089,-3.115299956429134,80.07049161174791,79.68470004357086,-0.07049161174791152,0.31529995642914344,False,1.0
2024-03-15,75.0,70.3,5.131044370362517,5.778149422358326,75.43104437036251,76.07814942235832,-0.431044370362514,-1.0781494223583223,False,1.0
2024-03-16,62.0,67.3,-4.701634482603611,-4.7494762826838475,62.59836551739639,62.55052371731615,-0.5983655173963882,-0.5505237173161532,False,1.0
2024-03-17,65.0,66.7,-0.4638697637962076,-0.292732598470706,66.23613023620379,66.4072674015293,-1.2361302362037918,-1.407267401529296,False,1.0
2024-03-18,60.0,60.9,0.9016724348132922,1.1744071303110384,61.80167243481329,62.07440713031104,-1.801672434813291,-2.0744071303110374,False,1.0
2024-03-19,66.0,64.8,1.7335596541610296,1.7598912843195142,66.53355965416102,66.5598912843195,-0.5335596541610244,-0.5598912843195052,False,1.0
2024-03-20,73.0,74.7,0.03842531065196403,-0.20891537822633488,74.73842531065196,74.49108462177367,-1.7384253106519623,-1.4910846217736662,False,1.0
2024-03-21,65.0,69.5,-3.391566416666367,-3.436695636209152,66.10843358333364,66.06330436379085,-1.1084335833336354,-1.0633043637908486,False,1.0
2024-03-22,68.0,69.2,-0.1625935710934244,-0.21211602334186175,69.03740642890658,68.98788397665814,-1.0374064289065785,-0.9878839766581393,False,1.0
2024-03-23,67.0,66.5,1.170836601812375,1.257076845191954,67.67083660181237,67.75707684519196,-0.6708366018123684,-0.7570768451919605,False,1.0
2024-03-24,67.0,70.7,-2.0322199183578182,-1.965059431411934,68.66778008164218,68.73494056858807,-1.667780081642178,-1.7349405685880726,False,1.0
2024-03-25,73.0,73.1,0.3857401225705449,0.32219431919434594,73.48574012257053,73.42219431919435,-0.4857401225705331,-0.4221943191943467,False,1.0
2024-03-26,59.0,64.0,-5.071046535314692,-5.167985810406843,58.92895346468531,58.83201418959316,0.07104653531469296,0.16798581040684013,False,1.0
2024-03-27,66.0,63.3,2.25397883417727,2.2430259449969827,65.55397883417727,65.54302594499698,0.446021165822728,0.45697405500301613,False,1.0
2024-03-28,73.0,71.0,2.451681170293344,2.223649682522493,73.45168117029334,73.22364968252249,-0.451681170293341,-0.22364968252249184,False,1.0
2024-03-29,76.0,75.7,1.4829418355512871,1.3544211658602745,77.18294183555129,77.05442116586028,-1.18294183555129,-1.0544211658602762,False,1.0
2024-03-30,78.0,78.9,-0.8222242472127222,-0.9541886976437848,78.07777575278729,77.94581130235622,-0.07777575278728932,0.05418869764378087,False,1.0
2024-03-31,77.0,80.6,-3.0740411240127936,-2.954544372342453,77.5259588759872,77.64545562765754,-0.5259588759872003,-0.6454556276575403,False,1.0
2024-04-01,80.0,82.8,-2.55722845252217,-2.4674423580257523,80.24277154747783,80.33255764197425,-0.24277154747782959,-0.33255764197424753,False,1.0
2024-04-02,76.0,67.7,4.103907500954436,4.103907500954436,71.80390750095444,71.80390750095444,4.196092499045562,4.196092499045562,True,2.0
2024-04-03,73.0,70.8,2.0939747323394124,2.086312235965145,72.89397473233942,72.88631223596514,0.10602526766058418,0.11368776403486436,False,1.0
2024-04-04,83.0,80.3,2.563230653435225,2.7236329156334476,82.86323065343522,83.02363291563344,0.13676934656477613,-0.023632915633442053,False,1.0
2024-04-05,85.0,83.3,3.057101711898061,3.232130711356997,86.35710171189805,86.532130711357,-1.3571017118980535,-1.5321307113569986,False,1.0
2024-04-06,79.0,79.8,-0.10793652276193817,-0.11158271955645321,79.69206347723807,79.68841728044355,-0.6920634772380652,-0.6884172804435451,False,1.0
2024-04-07,79.0,77.3,1.0774153727007874,1.2027210138019635,78.37741537270078,78.50272101380196,0.6225846272992186,0.49727898619804023,False,1.0
2024-04-08,81.0,82.5,-0.42113525809015945,-0.010984032766871613,82.07886474190984,82.48901596723313,-1.0788647419098396,-1.4890159672331293,False,1.0
2024-04-09,78.0,78.4,1.2950972321173586,1.5779113270267502,79.69509723211736,79.97791132702676,-1.6950972321173623,-1.97791132702676,False,1.0
2024-04-10,64.4,68.8,-3.461361889220583,-3.45634768401693,65.33863811077941,65.34365231598306,-0.938638110779408,-0.9436523159830585,False,1.0
2024-04-11,74.0,72.1,1.2981097396130843,1.2886284074004213,73.39810973961308,73.38862840740042,0.6018902603869236,0.611371592599582,False,1.0
2024-04-12,80.0,77.4,2.4800644318072615,2.5371567284953107,79.88006443180727,79.93715672849531,0.1199355681927301,0.06284327150468982,False,1.0
2024-04-13,82.0,80.1,1.8642739609130454,1.927787430779234,81.96427396091303,82.02778743077923,0.03572603908696692,-0.027787430779227407,False,1.0
2024-04-14,81.0,82.7,-1.4257784237792983,-1.4752013658014584,81.27422157622071,81.22479863419855,-0.27422157622071097,-0.2247986341985495,False,1.0
2024-04-15,79.0,80.5,-1.9436263154670432,-1.961935801334254,78.55637368453296,78.53806419866575,0.4436263154670428,0.46193580133424916,False,1.0
2024-04-16,87.0,86.5,-0.08036161967177861,0.013313280648093624,86.41963838032822,86.51331328064809,0.5803616196717769,0.48668671935190844,False,1.0
2024-04-17,85.0,83.8,1.058107751400462,0.7748580484252229,84.85810775140045,84.57485804842521,0.14189224859954663,0.42514195157478696,False,1.0
2024-04-18,86.0,88.3,-2.2693831503868105,-2.1561434225558145,86.03061684961318,86.14385657744418,-0.030616849613181785,-0.14385657744418268,False,1.0
2024-04-19,79.0,80.9,-2.3601348911818594,-2.3601348911818594,78.53986510881815,78.53986510881815,0.4601348911818519,0.4601348911818519,True,2.0
2024-04-20,67.0,70.3,-2.6912406643390945,-2.4965943423905745,67.6087593356609,67.80340565760942,-0.6087593356609062,-0.8034056576094173,False,1.0
2024-04-21,65.0,65.0,0.9408383929284727,1.0079862219983498,65.94083839292847,66.00798622199835,-0.9408383929284696,-1.007986221998351,False,1.0
2024-04-22,70.0,68.6,2.0008903296469507,2.0727998526150273,70.60089032964694,70.67279985261501,-0.6008903296469441,-0.6727998526150145,False,1.0
2024-04-23,76.0,77.9,-1.634949707196722,-1.5112807631644405,76.26505029280328,76.38871923683557,-0.26505029280328074,-0.38871923683556986,False,1.0
2024-04-24,81.0,80.2,2.1671822035187023,1.9904140427491384,82.36718220351871,82.19041404274914,-1.3671822035187091,-1.1904140427491399,False,1.0
2024-04-25,78.0,79.6,-0.4882013168199789,-0.5174577433967724,79.11179868318001,79.08254225660322,-1.1117986831800124,-1.0825422566032188,False,1.0
2024-04-26,77.0,78.5,-1.1513848969270388,-1.2102664600078357,77.34861510307296,77.28973353999217,-0.34861510307295873,-0.2897335399921701,False,1.0
2024-04-27,81.0,83.8,-0.35817885461217464,-0.34844875010147847,83.44182114538782,83.45155124989851,-2.44182114538782,-2.4515512498985146,False,1.0
2024-04-28,79.0,76.1,4.255400125723938,4.890877161854801,80.35540012572393,80.9908771618548,-1.355400125723932,-1.9908771618547974,False,1.0
2024-04-29,85.0,81.6,3.2248110925494093,3.535039882989113,84.82481109254941,85.1350398829891,0.17518890745058968,-0.13503988298910485,False,1.0
2024-04-30,82.0,83.8,-0.23050432296828863,-0.190409015134456,83.56949567703171,83.60959098486555,-1.5694956770317106,-1.609590984865548,False,1.0
2024-05-01,81.0,81.7,-0.6437175215145624,-0.7521092578786092,81.05628247848544,80.94789074212139,-0.056282478485442766,0.052109257878612425,False,1.0
2024-05-02,79.0,83.1,-3.2336955111381154,-3.3775023162472966,79.86630448886189,79.72249768375269,-0.8663044888618856,-0.7224976837526924,False,1.0
2024-05-03,82.0,81.2,1.343060307388464,1.332720222224472,82.54306030738847,82.53272022222447,-0.5430603073884726,-0.5327202222244694,False,1.0
2024-05-04,81.0,79.3,0.9561415553756938,1.0046762580915505,80.25614155537569,80.30467625809155,0.7438584446243084,0.695323741908453,False,1.0
2024-05-05,80.0,82.6,-1.1752719836710512,-1.2182530969182637,81.42472801632894,81.38174690308173,-1.4247280163289417,-1.3817469030817335,False,1.0
2024-05-06,83.0,85.8,-1.414830924625876,-1.221278336077996,84.38516907537412,84.578721663922,-1.3851690753741224,-1.5787216639219963,False,1.0
2024-05-07,90.0,87.5,2.4917559619164344,2.5530347863729728,89.99175596191644,90.05303478637298,0.008244038083560667,-0.05303478637297587,False,1.0
2024-05-08,95.0,92.7,1.3781521905522929,1.2887233640436127,94.0781521905523,93.98872336404362,0.9218478094476978,1.0112766359563778,False,1.0
2024-05-09,91.0,86.4,-1.5963773198406748,-1.5382821146627104,84.80362268015934,84.8617178853373,6.196377319840664,6.138282114662701,False,1.0
2024-05-10,83.0,79.2,3.3217908704651737,3.3443642853672664,82.52179087046518,82.54436428536727,0.4782091295348181,0.45563571463273433,False,1.0
2024-05-11,80.0,77.6,2.915184157048254,2.793671064981203,80.51518415704825,80.39367106498119,-0.5151841570482532,-0.3936710649811914,False,1.0
2024-05-12,72.0,73.4,-0.14735639032223333,0.13158580699482303,73.25264360967778,73.53158580699483,-1.2526436096777758,-1.5315858069948263,False,1.0
2024-05-13,85.0,82.4,1.2266070976401662,1.304015267338475,83.62660709764017,83.70401526733848,1.373392902359825,1.2959847326615233,False,1.0
2024-05-14,85.0,82.3,2.3277235321464462,2.403805695081293,84.62772353214645,84.70380569508129,0.3722764678535526,0.2961943049187141,False,1.0
2024-05-15,90.0,86.0,3.6629034457688756,3.6389916978310377,89.66290344576888,89.63899169783103,0.33709655423112395,0.36100830216896895,False,1.0
2024-05-16,83.0,80.3,2.8004869455417705,2.7858490202115975,83.10048694554177,83.0858490202116,-0.10048694554177473,-0.08584902021159735,False,1.0
2024-05-17,84.0,80.2,3.856057157923637,3.8488931569527374,84.05605715792365,84.04889315695274,-0.05605715792364663,-0.048893156952743766,False,1.0
2024-05-18,91.0,87.5,3.2264451267449963,3.206303269962518,90.72644512674499,90.70630326996252,0.2735548732550086,0.29369673003748176,False,1.0
2024-05-19,90.0,88.2,2.161969759853651,2.1296307643086076,90.36196975985365,90.3296307643086,-0.36196975985365043,-0.32963076430860383,False,1.0
2024-05-20,90.0,87.1,3.114182758402767,3.028225141232191,90.21418275840276,90.12822514123218,-0.2141827584027567,-0.12822514123217843,False,1.0
2024-05-21,88.0,88.5,0.7986689813858828,0.13354529053802977,89.29866898138589,88.63354529053802,-1.2986689813858874,-0.6335452905380237,False,1.0
2024-05-22,86.0,86.1,1.0624331485077712,0.8888977884643634,87.16243314850776,86.98889778846436,-1.162433148507759,-0.9888977884643566,False,1.0
2024-05-23,90.0,86.1,3.551438239095707,3.551438239095707,89.6514382390957,89.6514382390957,0.34856176090430324,0.34856176090430324,True,2.0
2024-05-24,91.0,89.5,0.6841095653114153,0.6216973055478476,90.18410956531142,90.12169730554785,0.8158904346885834,0.8783026944521453,False,1.0
2024-05-25,92.0,90.9,0.571179957924775,0.8739629922341948,91.47117995792478,91.7739629922342,0.5288200420752247,0.22603700776579672,False,1.0
2024-05-26,97.0,96.5,0.8446150003898404,0.8766625380638873,97.34461500038984,97.37666253806388,-0.3446150003898367,-0.37666253806388283,False,1.0
2024-05-27,95.0,90.3,4.496457696885507,4.094934989705515,94.79645769688551,94.39493498970552,0.20354230311448873,0.6050650102944815,False,1.0
2024-05-28,84.0,86.2,0.45951330799467816,1.3051240286506842,86.65951330799469,87.50512402865068,-2.659513307994686,-3.505124028650684,False,1.0
2024-05-29,87.0,84.7,2.0682687159192015,2.0002520633473644,86.7682687159192,86.70025206334736,0.23173128408079435,0.2997479366526363,False,1.0
2024-05-30,83.0,81.1,2.317788322340623,2.3323719638346057,83.41778832234061,83.4323719638346,-0.4177883223406127,-0.43237196383459775,False,1.0
2024-05-31,85.0,82.4,2.024520646383617,2.13886156571359,84.42452064638363,84.5388615657136,0.5754793536163731,0.4611384342863971,False,1.0
2024-06-01,83.0,82.5,-0.5670497279723512,-0.5670497279723512,81.93295027202765,81.93295027202765,1.0670497279723463,1.0670497279723463,True,2.0
2024-06-02,87.0,83.9,2.2898783257633233,2.24605606134064,86.18987832576333,86.14605606134064,0.8101216742366688,0.8539439386593557,False,1.0
2024-06-03,85.0,87.0,-0.586061113081932,-0.9830250184876831,86.41393888691807,86.01697498151232,-1.413938886918075,-1.0169749815123197,False,1.0
2024-06-04,92.0,91.2,1.636210088007212,1.7014674895908966,92.83621008800722,92.9014674895909,-0.8362100880072205,-0.9014674895908996,False,1.0
2024-06-05,90.0,89.6,2.6502560675407176,2.7899891389065825,92.25025606754072,92.38998913890657,-2.250256067540718,-2.3899891389065715,False,1.0
2024-06-06,95.0,90.3,5.115158571678581,5.444654272028179,95.41515857167857,95.74465427202817,-0.4151585716785746,-0.7446542720281712,False,1.0
2024-06-07,94.0,91.1,3.471184321868809,3.357259638537194,94.5711843218688,94.45725963853718,-0.5711843218687989,-0.457259638537181,False,1.0
2024-06-08,97.0,92.7,3.9080534751759672,3.744220262809934,96.60805347517596,96.44422026280994,0.3919465248240357,0.5557797371900648,False,1.0
2024-06-09,94.0,90.9,2.6791656996604183,2.560016059846187,93.57916569966042,93.4600160598462,0.42083430033957825,0.5399839401538031,False,1.0
2024-06-10,89.0,89.3,0.9194803997117541,0.778900968884315,90.21948039971176,90.07890096888431,-1.219480399711756,-1.0789009688843123,False,1.0
2024-06-11,82.4,81.8,0.6969589025453802,0.9436955642514004,82.49695890254537,82.7436955642514,-0.09695890254536721,-0.3436955642513908,False,1.0
2024-06-12,90.0,87.1,2.701581942712832,2.2388949757091114,89.80158194271283,89.33889497570911,0.19841805728717077,0.6611050242908902,False,1.0
2024-06-13,93.0,90.1,2.9018121418052387,2.889289773680396,93.00181214180523,92.98928977368038,-0.001812141805231704,0.010710226319616822,False,1.0
2024-06-14,95.0,91.5,3.9129922943165836,4.064411196214373,95.41299229431658,95.56441119621438,-0.4129922943165809,-0.5644111962143796,False,1.0
2024-06-15,93.0,91.8,,0.9548959692888104,,92.75489596928881,,0.24510403071118958,False,1.0
2024-06-16,93.0,92.9,0.35958584060185345,0.2853617707223023,93.25958584060186,93.18536177072231,-0.25958584060185785,-0.18536177072230942,False,1.0
2024-06-17,94.0,92.3,2.235295608036671,2.242816730809734,94.53529560803666,94.54281673080973,-0.5352956080366624,-0.5428167308097329,False,1.0
2024-06-18,92.0,92.5,0.2546388544060044,0.12593766397985542,92.75463885440601,92.62593766397985,-0.7546388544060108,-0.6259376639798546,False,1.0
2024-06-19,88.0,90.3,-0.2867542908433534,-0.5851177773768059,90.01324570915665,89.71488222262319,-2.0132457091566494,-1.7148822226231886,False,1.0
2024-06-20,92.0,91.1,1.2959671945311924,0.7542423600408885,92.39596719453118,91.85424236004089,-0.3959671945311811,0.14575763995911473,False,1.0
2024-06-21,92.0,90.1,3.152129341181609,3.1624589083829315,93.2521293411816,93.26245890838292,-1.2521293411816004,-1.262458908382925,False,1.0
2024-06-22,95.0,94.1,0.6656417648573498,0.7110263255482314,94.76564176485735,94.81102632554823,0.23435823514265053,0.18897367445177338,False,1.0
2024-06-23,96.0,96.0,1.432758577723339,1.4792348328226526,97.43275857772333,97.47923483282266,-1.4327585777233338,-1.4792348328226552,False,1.0
2024-06-24,97.0,95.8,1.7627164717782426,1.7085697202688823,97.56271647177824,97.50856972026888,-0.5627164717782449,-0.5085697202688806,False,1.0
2024-06-25,96.0,96.6,0.06754211622206599,0.016317517065669716,96.66754211622207,96.61631751706567,-0.6675421162220658,-0.6163175170656672,False,1.0
2024-06-26,98.0,98.6,-0.6201771740186754,-0.7659056068532483,97.97982282598132,97.83409439314674,0.02017717401868424,0.16590560685325784,False,1.0
2024-06-27,96.0,97.9,-0.6674509779108823,-0.9050828034498629,97.23254902208912,96.99491719655015,-1.2325490220891169,-0.9949171965501478,False,1.0
2024-06-28,99.0,99.9,0.8240762963261812,0.7887774425573273,100.72407629632619,100.68877744255734,-1.7240762963261886,-1.6887774425573383,False,1.0
2024-06-29,98.0,98.2,0.231641701466649,0.14875867101606205,98.43164170146665,98.34875867101607,-0.4316417014666456,-0.3487586710160713,False,1.0
2024-06-30,99.0,97.3,1.6319123073913226,1.561026829756961,98.93191230739131,98.86102682975695,0.0680876926086853,0.13897317024304812,False,1.0
2024-07-01,99.0,98.7,1.1717972503571363,1.1776391495583125,99.87179725035713,99.87763914955832,-0.8717972503571332,-0.8776391495583198,False,1.0
2024-07-02,100.0,100.1,1.4172463710970065,1.4047040549325935,101.517246371097,101.50470405493259,-1.5172463710970021,-1.5047040549325885,False,1.0
2024-07-03,100.0,99.3,0.5772904099124945,0.5052580781858147,99.87729040991249,99.80525807818582,0.12270959008750992,0.1947419218141846,False,1.0
2024-07-04,98.0,99.0,0.5250609962344511,0.586423557977485,99.52506099623444,99.58642355797748,-1.5250609962344441,-1.5864235579774828,False,1.0
2024-07-05,96.0,98.1,-1.609232237564595,-1.550121091617377,96.4907677624354,96.54987890838262,-0.49076776243539655,-0.5498789083826239,False,1.0
